TAZID,CO_TAZID,DEVACRES,HH_19,JOB_19,JOBAUTO_19,HHAUTO_19,JOBTRANSIT_19,HHTRANSIT_19,COMPAUTO_19,COMPTRANSIT_19,HH_30,JOB_30,JOBAUTO_30,HHAUTO_30,JOBTRANSIT_30,HHTRANSIT_30,COMPAUTO_30,COMPTRANSIT_30,HH_40,JOB_40,JOBAUTO_40,HHAUTO_40,JOBTRANSIT_40,HHTRANSIT_40,COMPAUTO_40,COMPTRANSIT_40,HH_50,JOB_50,JOBAUTO_50,HHAUTO_50,JOBTRANSIT_50,HHTRANSIT_50,COMPAUTO_50,COMPTRANSIT_50
1,30001,374.61,1.1,0.0,30077,20324,0,0,30077,0,1.2,0.0,36176,25543,0,0,36176,0,1.6,0.0,36928,27994,0,0,36928,0,2.8,0.0,36346,28902,0,0,36346,0
2,30002,638.02,15.2,3.6,32960,22318,0,0,31728,0,15.3,3.6,39705,28076,0,0,38328,0,15.6,3.5,40523,30751,0,0,39370,0,16.7,3.6,39895,31760,0,0,38950,0
3,30003,470.79,5.1,2.6,33930,22989,0,0,31525,0,5.2,2.6,40892,28928,0,0,38235,0,5.6,2.6,41731,31676,0,0,39550,0,6.6,2.6,41088,32720,0,0,39468,0
4,30004,779.84,21.0,24.1,33229,22504,0,0,29066,0,21.0,23.6,40035,28312,0,0,35453,0,21.0,26.9,40861,31009,0,0,36594,0,21.0,34.4,40229,32026,0,0,36130,0
5,30005,395.38,30.5,69.5,41843,28507,0,0,34409,0,30.8,69.3,50621,35942,0,0,42366,0,31.6,70.3,51647,39319,0,0,44617,0,34.8,73.1,50882,40623,0,0,45122,0
6,30006,900.97,15.1,43.9,42844,29186,0,0,34424,0,15.1,43.9,51835,36818,0,0,42463,0,15.1,44.0,52896,40273,0,0,44883,0,15.1,44.4,52160,41628,0,0,45399,0
7,30007,1615.31,0.0,171.9,35792,24258,0,0,24258,0,0.0,274.3,43215,30556,0,0,30556,0,0.0,321.1,44213,33508,0,0,33508,0,0.0,345.4,44037,34987,0,0,34987,0
8,30008,501.95,0.0,0.0,22101,15322,0,0,0,0,0.0,0.0,26333,19027,0,0,0,0,0.0,0.0,27075,20831,0,0,0,0,0.0,0.0,27090,21744,0,0,0,0
9,30009,135.46,12.1,0.0,23199,16079,0,0,23199,0,12.2,0.0,27661,19980,0,0,27661,0,12.3,0.0,28432,21874,0,0,28432,0,12.9,0.0,28443,22833,0,0,28443,0
10,30010,1026.17,55.8,11.0,25531,17689,0,0,24761,0,56.2,10.8,30486,22009,0,0,29648,0,57.3,11.5,31319,24093,0,0,30546,0,61.6,12.6,31320,25150,0,0,30636,0
11,30011,978.57,37.6,7.1,33098,22791,0,0,32124,0,37.9,6.9,39726,28511,0,0,38670,0,38.9,7.9,40731,31187,0,0,39699,0,42.8,10.4,40675,32558,0,0,39628,0
12,30012,743.4,9.6,42.6,42783,29290,0,0,33197,0,43.2,42.6,51735,36866,0,0,46378,0,104.7,42.5,52907,40327,0,0,50455,0,132.8,42.6,51451,41109,0,0,49760,0
13,30013,203.5,164.7,50.7,40275,27748,1829,1305,38453,1753,224.1,66.1,48536,34809,2058,1462,46557,1972,230.5,73.2,49709,38056,2183,1536,47853,2080,230.5,77.2,49605,39721,2249,1576,47929,2135
14,30014,1254.02,6.1,0.0,39073,26563,0,0,39073,0,6.2,0.0,47215,33469,0,0,47215,0,6.4,0.0,48168,36622,0,0,48168,0,7.3,0.0,47436,37833,0,0,47436,0
15,30015,410.19,7.3,0.0,45350,30901,0,0,45350,0,14.8,0.0,54890,39004,0,0,54890,0,273.5,0.0,55976,42675,0,0,55976,0,408.4,0.0,54034,43182,0,0,54034,0
16,30016,597.25,17.6,1.3,45545,30895,0,0,44970,0,23.8,1.3,53826,38135,0,0,53352,0,24.0,1.3,54995,41733,0,0,54580,0,24.0,1.3,52558,41786,0,0,52214,0
17,30017,274.89,0.0,0.0,51737,35219,0,0,0,0,0.0,0.0,61743,43757,0,0,0,0,0.0,0.0,63039,47847,0,0,0,0,0.0,0.0,62526,49756,0,0,0,0
18,30018,453.97,8.2,0.0,44484,30162,0,0,44484,0,14.2,0.0,52557,37219,0,0,52557,0,14.9,0.0,53699,40734,0,0,53699,0,15.0,0.0,52378,41641,0,0,52378,0
19,30019,3139.59,0.0,8.2,37926,25624,0,0,25624,0,0.0,8.2,44727,31556,0,0,31556,0,0.0,8.2,45702,34553,0,0,34553,0,0.0,8.2,44500,35281,0,0,35281,0
20,30020,510.91,0.0,96.9,53854,36931,0,0,36931,0,0.0,152.0,65123,46431,0,0,46431,0,10.0,207.4,65837,50250,0,0,51416,0,16.1,238.7,64988,52055,0,0,53343,0
21,30021,954.92,0.0,0.0,46303,31850,0,0,0,0,0.0,0.0,56442,40418,0,0,0,0,0.0,0.0,57327,44082,0,0,0,0,0.0,0.0,57070,46242,0,0,0,0
22,30022,1402.99,0.0,0.0,61194,41952,0,0,0,0,5.0,1.1,74797,53485,0,0,72418,0,13.1,2.5,76045,58376,0,0,74239,0,17.4,4.5,75849,61301,0,0,73868,0
23,30023,79.09,0.0,9.2,74022,50700,0,0,50700,0,0.0,9.2,90757,64623,0,0,64623,0,0.0,9.2,91343,69860,0,0,69860,0,0.0,9.2,91031,73372,0,0,73372,0
24,30024,118.43,0.0,0.0,64323,44134,0,0,0,0,0.0,0.0,78691,56256,0,0,0,0,0.0,0.0,78205,60017,0,0,0,0,0.0,0.0,77986,63005,0,0,0,0
25,30025,309.31,0.0,694.7,47463,32314,0,0,32314,0,0.0,870.3,56701,40219,0,0,40219,0,0.0,953.9,57909,44027,0,0,44027,0,0.0,998.7,57711,45989,0,0,45989,0
26,30026,226.71,0.0,0.0,49680,33764,0,0,0,0,0.0,0.0,58680,41565,0,0,0,0,0.0,0.0,59933,45474,0,0,0,0,10.0,0.0,59411,47239,0,0,59411,0
27,30027,152.62,0.0,0.0,44121,29991,0,0,0,0,48.6,5.1,53385,37867,0,0,52508,0,166.6,16.4,52659,39959,0,0,51955,0,216.7,27.5,51893,41210,0,0,51126,0
28,30028,213.13,9.2,12.5,51397,34969,0,0,44351,0,42.4,96.3,62524,44321,0,0,52245,0,92.2,215.3,63240,47987,0,0,54361,0,115.6,293.7,62304,49499,0,0,54523,0
29,30029,239.59,9.6,281.8,45328,30913,0,0,31750,0,48.6,402.4,54871,39022,0,0,41789,0,106.9,457.4,56105,42695,0,0,46470,0,133.6,486.4,55962,44581,0,0,48116,0
30,30030,135.2,19.2,98.9,42450,29032,1510,1178,32519,1264,101.7,219.2,51203,36478,1687,1309,43078,1478,111.6,277.0,51442,39162,1792,1386,44113,1550,115.1,306.5,51235,40818,1849,1429,44789,1589
31,30031,202.26,33.5,102.4,41798,28564,1275,988,33484,1095,219.4,261.2,50405,35898,1424,1087,44534,1287,291.3,345.3,50348,38314,1511,1144,45364,1359,334.6,388.1,49666,39548,1557,1175,45475,1399
32,30032,207.11,1.6,2233.6,48336,32902,891,687,32922,688,2.8,2233.7,58477,41492,1012,781,41529,782,3.0,2233.6,59316,45042,1076,824,45074,824,3.0,2233.5,58499,46502,1111,850,46529,851
33,30033,101.66,124.2,16.0,41093,28252,2557,1834,40239,2509,176.1,35.9,49550,35479,2895,2097,48082,2812,180.0,45.6,50745,38799,3082,2225,49177,2969,180.0,50.7,50645,40503,3181,2295,49158,3052
34,30034,113.05,297.4,181.3,38223,26488,2663,1908,35265,2472,301.3,195.4,45875,33092,3016,2156,42420,2784,301.3,202.8,46880,36081,3221,2296,43786,2956,301.3,207.0,46810,37651,3332,2462,44106,3075
35,30035,84.96,171.6,3.1,40619,27958,2676,1822,40494,2667,229.0,4.7,48867,35053,3061,2121,48707,3050,230.2,5.4,49770,38113,3275,2279,49609,3261,230.2,5.9,49173,39374,3388,2361,49023,3372
36,30036,108.84,316.4,58.5,38671,26835,3126,2190,37573,3039,316.4,58.9,46121,33311,3532,2500,44890,3433,316.4,59.3,47027,36241,3757,2656,45942,3646,316.4,59.6,46605,37550,3877,2740,45672,3760
37,30037,78.9,65.7,128.7,40774,27977,2441,1676,34120,2043,88.8,166.9,49060,35093,2685,1968,41829,2314,90.0,184.9,49929,38125,2825,2121,43429,2437,90.0,194.4,49300,39369,2899,2203,43656,2504
38,30038,118.12,338.6,228.9,39609,27347,3206,2221,36273,2938,338.6,243.7,47588,34218,3594,2528,43694,3283,338.6,251.6,48459,37175,3817,2695,44994,3473,338.6,256.4,47888,38416,3936,2786,44897,3573
39,30039,257.17,118.8,146.9,36001,24964,1507,1139,31520,1358,212.6,206.4,43201,31187,1692,1256,38916,1536,223.0,233.2,44296,34108,1794,1313,40382,1609,225.6,247.0,44251,35607,1847,1343,40791,1646
40,30040,56.63,176.7,187.7,38795,26923,3024,2301,34402,2756,179.0,195.5,46620,33666,3422,2578,41644,3098,179.0,200.1,47803,36831,3645,2709,43414,3271,179.0,202.8,47756,38460,3762,2776,43959,3359
41,30041,54.37,137.0,7.9,36382,25317,1926,1467,36040,1912,137.0,8.3,43451,31469,2174,1642,43050,2156,137.0,8.7,44565,34412,2314,1726,44194,2293,137.0,8.9,44546,35930,2389,1772,44218,2365
42,30042,64.04,200.4,156.7,39481,27410,3060,2434,35838,2871,200.4,156.6,47092,34015,3478,2720,43057,3244,200.4,156.7,48004,36996,3723,2902,44503,3462,200.4,156.7,47483,38266,3857,3101,44508,3613
43,30043,64.21,165.2,8.9,36514,25437,2074,1553,36194,2059,165.2,11.3,43169,31291,2341,1742,42723,2318,165.2,12.3,44035,34028,2498,1851,43610,2470,165.2,13.3,43848,35389,2581,1913,43453,2550
44,30044,42.72,115.8,337.2,41171,28557,2965,2498,33390,2677,115.8,546.2,45184,32605,3232,2749,36011,2880,115.8,640.2,46055,35451,3412,2931,37919,3043,115.8,688.8,45553,36659,3510,3035,38581,3138
45,30045,43.53,63.5,10.3,38878,27035,1858,1521,37903,1830,63.5,13.5,46337,33518,2081,1675,44949,2037,63.5,15.2,47211,36417,2218,1784,45862,2164,63.5,16.0,46698,37657,2292,1847,45495,2233
46,30046,72.92,196.3,773.8,42464,29434,2301,2218,33532,2244,196.3,797.2,46927,33823,2645,2423,37771,2490,196.3,809.5,47805,36760,2847,2606,39953,2676,196.3,814.9,47257,38006,2959,2786,40627,2835
47,30047,75.01,168.2,144.4,40322,28042,1581,1423,36370,1530,168.2,155.6,47929,34694,1794,1566,43354,1715,168.2,161.5,48595,37540,1921,1676,44569,1832,168.2,164.9,47980,38771,1990,1739,44535,1896
48,30048,31.61,96.7,2.0,35565,24702,0,0,35442,0,96.7,3.8,42668,30846,0,0,42408,0,96.7,4.8,43754,33735,0,0,43466,0,96.7,5.2,43719,35217,0,0,43449,0
49,30049,76.4,270.0,3.4,34842,24317,1180,890,34770,1178,270.0,3.4,41486,30121,1330,992,41404,1327,270.0,3.5,42339,32773,1418,1052,42265,1415,270.0,3.4,42142,34065,1465,1087,42080,1462
50,30050,31.96,85.6,4.3,33816,23593,0,0,33540,0,85.6,4.4,40233,29213,0,0,39918,0,85.6,4.6,41061,31778,0,0,40773,0,85.6,4.6,40727,32958,0,0,40480,0
51,30051,54.17,79.2,4.9,31794,22205,0,0,31477,0,141.7,4.9,37788,27469,0,0,37588,0,148.6,4.9,38593,29895,0,0,38425,0,150.4,4.8,39223,31821,0,0,39082,0
52,30052,62.25,150.1,53.6,36335,25316,936,778,34519,910,150.1,61.2,43285,31382,1044,858,41037,1009,150.1,65.0,44141,34122,1113,913,42084,1072,150.1,66.8,43702,35296,1150,944,41908,1106
53,30053,78.65,156.8,8.8,35509,24746,0,0,35186,0,166.3,9.3,42274,30652,0,0,41914,0,166.3,9.5,43108,33321,0,0,42785,0,166.3,9.4,43345,35090,0,0,43070,0
54,30054,45.98,97.6,8.2,37868,26339,1014,828,37356,1006,97.6,36.4,45135,32668,1145,915,42946,1104,97.6,56.8,46000,35505,1222,975,43295,1159,97.6,67.6,45506,36718,1264,1009,42897,1188
55,30055,35.71,41.3,4.9,39715,27656,0,0,38973,0,41.3,6.0,47178,34192,0,0,46183,0,41.3,6.5,47842,36999,0,0,46911,0,41.3,6.8,47240,38212,0,0,46417,0
56,30056,339.17,82.6,43.3,37377,26043,0,0,34831,0,82.6,124.1,44249,32099,0,0,38639,0,82.6,167.4,44445,34417,0,0,38957,0,82.6,189.4,44333,36009,0,0,39481,0
57,30057,238.46,0.0,10.1,51183,34838,0,0,34838,0,38.9,78.7,62250,44145,0,0,52545,0,121.6,176.1,63571,48274,0,0,56481,0,157.5,238.5,61967,49274,0,0,55874,0
58,30058,247.94,36.0,322.1,47380,32353,730,502,34880,540,133.4,481.2,57322,40785,800,576,46189,649,197.6,554.9,58120,44261,840,617,49442,700,233.8,593.2,57331,45686,861,639,50258,726
59,30059,188.87,0.0,0.0,46440,31533,0,0,0,0,56.3,0.0,56319,39918,0,0,56319,0,168.7,0.0,57462,43659,0,0,57462,0,218.8,0.0,54927,43692,0,0,54927,0
60,30060,195.74,0.0,0.0,39883,27455,616,470,0,0,241.5,0.0,50254,35951,686,537,50254,686,279.5,0.0,51103,39067,729,585,51103,729,296.7,0.0,50063,40077,753,613,50063,753
61,30061,230.26,0.0,0.0,39689,26877,0,0,0,0,0.0,99.9,55860,39761,0,0,39761,0,0.0,147.5,56454,43065,0,0,43065,0,0.0,172.0,55633,44454,0,0,44454,0
62,30062,47.72,29.2,102.9,42717,29392,1766,1166,33912,1370,90.6,116.8,51024,36611,1945,1354,44912,1694,98.0,124.2,51675,39580,2045,1459,46468,1792,100.2,128.4,50957,40844,2097,1515,46522,1842
63,30063,45.44,44.1,663.5,45114,30974,2056,1565,32492,1618,44.1,663.5,54337,38888,2302,1851,40499,1898,44.1,663.5,55256,42217,2442,2000,43524,2045,44.1,663.4,54551,43596,2516,2081,44674,2123
64,30064,77.58,229.7,745.9,40177,27651,2478,2029,32132,2190,229.7,816.9,48287,34630,2836,2329,39136,2496,229.7,854.4,49156,37616,3039,2494,41201,2663,229.7,874.8,48553,38857,3180,2617,41776,2787
65,30065,34.64,22.0,176.4,44605,30713,2543,1672,33270,1832,22.1,176.4,53316,38271,2818,1977,40978,2128,22.1,176.4,53985,41372,2969,2139,43562,2283,22.1,176.4,53234,42693,3050,2226,44490,2367
66,30066,97.75,271.0,64.8,40053,27754,3322,2214,38617,3193,271.0,67.4,47754,34482,3726,2535,46103,3578,271.0,68.8,48399,37316,3960,2739,46941,3800,271.0,69.8,47760,38534,4105,2858,46508,3936
67,30067,88.38,147.6,123.8,43536,30040,1572,1152,39260,1439,269.0,123.8,52035,37440,1744,1335,48998,1659,282.1,123.8,52648,40451,1848,1462,50118,1768,285.4,123.8,51877,41710,1906,1534,49751,1828
68,30068,75.15,210.5,40.4,46459,32025,2687,1764,45074,2598,210.5,79.2,55522,39951,2946,2097,52768,2796,210.5,97.4,56147,43144,3099,2310,53335,2929,210.5,106.5,55345,44506,3184,2429,52790,3006
69,30069,85.38,225.6,159.1,45239,31206,2949,2062,41303,2700,225.6,188.5,54076,38905,3302,2366,49176,2999,225.6,203.0,54702,42034,3508,2566,50278,3179,225.6,210.9,53902,43349,3620,2677,50071,3278
70,30070,346.27,441.9,1036.8,51825,35718,1847,1462,42730,1630,673.2,1130.5,62417,44748,2077,1663,53768,1874,698.5,1179.0,63008,48360,2222,1841,55659,2031,700.4,1206.6,62035,49888,2302,1944,55813,2119
71,30071,198.15,588.5,676.5,49392,34204,2907,2119,43491,2601,588.5,676.7,59211,42686,3301,2510,52661,2987,588.5,676.5,59757,46067,3542,2792,54188,3237,588.5,676.7,58775,47492,3691,2966,54126,3392
72,30072,57.42,142.0,108.1,44522,30945,3317,2415,40500,3050,142.0,108.2,53205,38484,3727,2664,48741,3405,142.0,108.2,53876,41606,3966,2878,50042,3626,142.0,108.2,53141,42958,4097,3002,49911,3750
73,30073,57.77,28.2,37.1,40718,28295,1902,1488,35487,1727,28.2,78.0,48389,35009,2133,1641,40196,1831,28.2,97.4,49042,37870,2272,1767,41520,1932,28.2,107.1,48407,39108,2347,1840,41913,1993
74,30074,56.13,89.5,76.2,39814,27701,1014,776,35937,938,89.5,76.1,47282,34242,1141,855,43020,1048,89.5,76.1,47939,37049,1219,923,44275,1119,89.5,76.2,47325,38259,1261,962,44228,1159
75,30075,51.31,145.8,169.7,44602,31048,2364,1795,39295,2141,145.8,177.2,53254,38609,2686,2027,47254,2416,145.8,181.1,53882,41714,2879,2232,48703,2604,145.8,183.6,53109,43053,2984,2350,48742,2708
76,30076,52.47,170.4,44.3,42740,29820,1624,1207,41117,1572,170.4,44.2,51038,37053,1858,1376,49233,1796,170.4,44.2,51649,40043,1993,1509,50094,1928,170.4,44.2,50910,41309,2066,1585,49599,2001
77,30077,40.39,87.0,20.5,41770,29132,1123,853,40314,1092,105.2,21.3,49848,36192,1271,959,48433,1238,105.2,22.1,50458,39103,1356,1045,49194,1321,105.2,22.4,49747,40359,1402,1093,48669,1367
78,30078,101.43,9.1,0.0,39916,27807,0,0,39916,0,9.1,0.0,47323,34310,0,0,47323,0,9.1,0.0,47504,36770,0,0,47504,0,9.1,0.0,46180,37425,0,0,46180,0
79,30079,334.15,276.3,532.7,43764,30528,1432,1244,36935,1335,286.1,586.6,52249,37929,1635,1405,44525,1511,286.1,614.5,52801,40943,1765,1540,46141,1639,286.1,629.8,51985,42221,1837,1620,46390,1713
80,30080,218.95,0.0,0.0,40515,28471,0,0,0,0,4.1,0.0,47148,34571,0,0,47148,0,53.6,0.0,48495,37989,0,0,48495,0,82.7,0.0,56217,45620,0,0,56217,0
81,30081,113.8,0.0,189.7,53780,37121,2984,2344,37121,2344,0.0,236.0,64965,46519,3337,2711,46519,2711,0.0,257.8,65559,50247,3559,2992,50247,2992,0.0,269.7,64544,51879,3681,3154,51879,3154
82,30082,53.09,0.0,247.9,51503,35689,3949,3115,35689,3115,5.0,278.7,61863,44577,4438,3607,45103,3632,202.3,294.2,62364,48071,4748,3855,55725,4333,319.4,303.0,61323,49554,4916,3992,57011,4577
83,30083,244.48,0.0,387.0,47612,33009,2174,1684,33009,1684,4.1,446.4,57072,41211,2431,1947,41462,1954,53.6,498.4,63202,48595,2586,2142,50826,2210,82.7,527.1,62217,50173,2672,2256,52638,2341
84,30084,232.51,62.7,205.4,46238,32353,2225,1772,37292,1933,90.5,265.6,55146,40195,2464,2113,45782,2244,120.4,319.5,55702,43474,2617,2392,48208,2479,142.0,348.4,54956,44939,2704,2553,48953,2614
85,30085,198.23,75.8,266.4,49565,34793,1302,1186,39812,1226,154.9,277.3,57856,42343,1481,1392,50014,1436,173.7,287.6,59010,46274,1609,1592,52682,1601,184.1,293.3,58555,48185,2152,2027,53445,2090
86,30086,109.48,0.0,0.0,43002,30191,0,0,0,0,14.8,0.0,50087,36702,0,0,50087,0,94.8,0.0,51493,40300,0,0,51493,0,138.6,0.0,59066,47946,0,0,59066,0
87,30087,205.87,26.9,5.0,46214,32432,674,671,44930,674,43.5,8.8,57660,41952,757,786,56033,760,101.0,13.5,59180,46019,819,900,58208,825,132.4,16.1,60931,49622,940,1015,60151,945
88,30088,184.34,227.6,89.4,51003,35855,1715,1635,48301,1701,227.6,120.7,59623,43661,1923,1952,55913,1930,227.6,149.0,60912,47756,2031,2239,57217,2090,227.6,164.4,61702,50631,2436,2594,58318,2484
89,30089,58.41,56.0,73.2,47881,33357,2931,2463,41788,2735,74.8,115.4,57289,41536,3268,2805,49911,3051,75.2,134.7,57728,44827,3505,3107,51064,3299,75.2,144.8,56841,46277,3636,3283,51137,3445
90,30090,140.58,163.9,54.0,46470,32514,2370,1977,44320,2309,179.3,91.7,55427,40396,2641,2287,52029,2561,180.0,132.5,55984,43691,2818,2572,52234,2743,180.0,155.7,55237,45165,2916,2737,51759,2854
91,30091,181.78,165.2,25.4,49100,34466,1649,1462,47954,1634,235.4,32.8,57297,41932,1854,1734,56164,1846,253.4,39.7,57784,45330,2009,2001,56720,2009,260.6,43.3,57391,47207,2095,2159,56454,2101
92,30092,111.31,206.9,19.2,50701,35622,1550,1364,49965,1541,210.6,33.4,59275,43399,1733,1609,57956,1723,210.6,49.6,60420,47411,1870,1842,58818,1867,210.6,59.2,59332,48857,2522,2395,57800,2503
93,30093,56.88,158.1,36.8,53132,37379,2200,1943,51335,2170,158.1,52.8,62186,45504,2456,2297,59514,2430,158.1,67.7,63400,49717,2647,2633,60616,2644,158.1,76.0,63141,51955,3041,3044,60606,3041
94,30094,47.23,0.0,0.0,45912,32277,0,0,0,0,0.0,0.0,57400,41823,0,0,0,0,0.0,0.0,58829,45835,0,0,0,0,0.0,0.0,70302,57150,0,0,0,0
95,30095,116.72,46.7,4.9,50236,35290,963,962,49417,963,99.7,4.9,62931,45795,1077,1128,62463,1078,112.3,4.9,64496,50145,1164,1293,64132,1167,119.0,4.8,69141,56302,1458,1559,68833,1460
96,30096,151.3,80.9,76.9,56523,39759,2195,2030,50748,2138,110.9,76.9,66189,48510,2450,2391,61174,2433,181.7,76.8,67456,52948,2646,2719,64535,2661,227.1,76.9,67204,55378,3231,3265,65180,3237
97,30097,169.14,274.7,42.7,54178,38154,1959,1720,52910,1940,285.7,58.5,63490,46475,2183,2043,61709,2168,285.7,72.9,64711,50743,2353,2356,62865,2354,285.7,80.5,64437,53042,2536,2620,62766,2548
98,30098,107.24,0.0,0.0,44089,30997,0,0,0,0,0.0,0.0,55075,40149,0,0,0,0,0.0,0.0,56432,43996,0,0,0,0,0.0,0.0,67501,54882,0,0,0,0
99,30099,195.1,156.7,7.9,51399,36156,837,793,50986,836,192.8,12.0,64481,46959,932,937,63880,932,199.1,15.8,66027,51388,991,1081,65365,995,200.1,18.1,65519,53572,1229,1296,64895,1232
100,30100,98.77,53.3,1.7,58848,41267,2123,1956,58544,2120,101.8,4.4,69389,50828,2352,2296,68942,2351,113.4,11.3,70805,55543,2526,2624,69949,2531,119.4,19.3,70257,57884,2619,2830,69147,2638
101,30101,196.11,21.5,9.9,58450,40990,1962,1822,54907,1933,42.2,22.9,68313,50074,2171,2148,63998,2166,185.1,45.9,69613,54670,2327,2414,67687,2338,258.2,64.1,69331,57167,2410,2585,67732,2433
102,30102,55.08,0.0,0.0,53571,37763,0,0,0,0,0.0,0.0,67315,49067,0,0,0,0,0.0,0.0,68661,53610,0,0,0,0,0.0,0.0,81543,66283,0,0,0,0
103,30103,95.61,0.0,0.0,57213,40215,778,752,0,0,0.0,0.0,72323,52496,862,889,0,0,0.0,0.0,73651,57297,930,1030,0,0,0.0,0.0,72848,59644,967,1119,0,0
104,30104,89.62,46.7,0.0,61116,42780,1967,1814,61116,1967,158.4,0.0,73241,53377,2177,2107,73241,2177,182.4,0.0,74644,58311,2340,2430,74644,2340,197.5,0.0,73861,60746,2432,2634,73861,2432
105,30105,138.83,0.0,0.0,66584,45683,0,0,0,0,1.0,0.0,71767,51810,0,0,71767,0,5.9,0.0,72462,56152,0,0,72462,0,24.2,0.0,84298,68150,0,0,84298,0
106,30106,174.89,25.2,0.0,59434,41578,667,643,59434,667,33.2,0.0,77595,56053,733,759,77595,733,39.1,0.0,78324,60730,789,880,78324,789,48.2,0.0,80167,65235,821,958,80167,821
107,30107,205.05,23.9,0.0,62462,43604,1499,1401,62462,1499,37.6,0.0,74237,54048,1673,1668,74237,1673,47.9,0.0,75621,59045,1799,1925,75621,1799,62.7,0.0,74747,61512,1871,2086,74747,1871
108,30108,140.88,35.9,1.4,64588,45094,2240,2042,64177,2236,42.0,1.6,76099,55424,2466,2418,75659,2465,46.7,1.8,77422,60539,2645,2793,77043,2648,54.6,2.3,77166,63445,2749,3030,76822,2757
109,30109,89.58,0.0,78.1,75416,51604,0,0,51604,0,1.0,90.5,92199,65691,0,0,66194,0,3.0,100.9,93841,71749,0,0,72798,0,6.4,122.9,93506,75379,0,0,76805,0
110,30110,107.66,20.2,14.9,72280,49654,735,706,65726,727,22.0,18.0,87412,62485,807,832,79474,815,23.5,20.9,88779,68224,866,965,81654,900,26.3,27.6,88673,71719,1020,1134,82058,1064
111,30111,104.18,17.6,13.5,68542,47508,1922,1757,62278,1873,21.7,16.7,81964,59272,2110,2075,75036,2099,24.9,19.8,83432,64744,2259,2394,77420,2302,30.0,26.7,82589,67474,2636,2802,77273,2695
112,30112,70.3,7.0,0.0,67294,46802,2243,2032,67294,2243,12.8,0.0,80424,58354,2466,2406,80424,2466,17.1,0.0,81882,63772,2639,2779,81882,2639,23.4,0.0,81136,66537,3074,3252,81136,3074
113,30113,225.22,21.4,1.0,70875,48745,842,789,70317,841,32.6,1.0,84447,60505,925,931,84034,925,40.8,1.0,85822,66068,990,1079,85537,991,52.7,1.0,85737,69490,1053,1193,85551,1055
114,30114,114.85,43.2,4.2,65938,46308,2237,1981,64937,2224,46.5,5.5,78812,57626,2460,2349,77471,2453,49.3,6.7,80228,63057,2629,2715,78940,2635,54.5,9.4,80298,66370,2733,2950,78973,2754
115,30115,152.89,16.5,1.2,65151,45767,1940,1729,64402,1932,25.9,1.6,77825,56918,2133,2046,77113,2130,32.9,2.3,79190,62266,2280,2364,78513,2283,42.9,3.2,79314,65582,2371,2572,78717,2380
116,30116,126.74,43.4,0.0,62926,44331,947,851,62926,947,59.8,0.0,74505,54826,1042,1014,74505,1042,71.9,0.0,75607,59845,1114,1181,75607,1114,90.6,0.0,76122,63314,1161,1294,76122,1161
117,30117,61.97,62.5,62.6,65897,46686,2269,1919,59050,2144,62.5,62.5,79962,58756,2505,2300,72254,2431,62.5,62.5,81130,64129,2675,2676,74778,2675,62.5,62.5,81552,67797,2797,2930,76342,2847
118,30118,172.33,173.6,14.8,64489,45749,1776,1524,63645,1765,175.1,15.9,78241,57556,1960,1826,77222,1953,175.1,16.8,79296,62791,2094,2128,78402,2096,175.1,18.1,79808,66393,2190,2333,79013,2198
119,30119,127.41,85.7,0.0,63714,45129,1050,924,63714,1050,85.7,0.0,77232,56780,1156,1103,77232,1156,90.5,0.0,78305,61977,1233,1282,78305,1233,99.3,0.0,78885,65604,1290,1406,78885,1290
120,30120,100.18,60.4,8.1,67704,47898,1678,1445,66337,1662,60.4,8.1,82137,60301,1849,1726,80584,1840,76.1,8.1,83346,65810,1971,2001,82299,1972,96.0,8.2,83814,69614,2061,2187,83112,2068
121,30121,125.11,60.6,2.1,66919,47376,1652,1421,66552,1648,65.9,2.5,81254,59651,1820,1696,80796,1818,69.8,2.6,82417,65103,1940,1970,82040,1941,73.8,3.1,82905,68875,2029,2157,82554,2033
122,30122,245.14,11.3,0.0,71423,50377,1911,1582,71423,1911,30.4,0.0,86950,63543,2108,1891,86950,2108,47.3,0.0,87985,69307,2242,2193,87985,2242,70.8,0.0,88644,73382,2350,2399,88644,2350
123,30123,174.39,57.4,0.6,71620,50514,1978,1628,71499,1976,70.7,0.8,87199,63719,2183,1948,87048,2181,79.7,1.0,88235,69497,2321,2261,88096,2321,92.2,1.3,88920,73587,2432,2475,88790,2433
124,30124,409.22,126.0,10.4,76086,53362,1728,1324,75094,1710,130.7,10.0,92695,67480,1910,1605,91639,1897,143.4,12.7,93820,73532,2026,1867,92802,2018,151.3,20.9,94586,77970,2243,2131,93296,2235
125,30125,206.88,64.3,28.6,77833,54526,2247,1702,73233,2139,78.1,28.3,94872,68952,2488,2071,90428,2417,107.8,30.9,96086,75191,2639,2409,93035,2605,141.9,36.8,96781,79675,2921,2748,94446,2898
126,30126,289.05,156.7,25.0,89292,62007,2247,1533,87081,2189,168.1,24.8,109832,78741,2498,1896,107416,2451,196.9,26.1,111260,85859,2644,2217,109399,2613,225.4,29.0,112458,91305,2790,2443,110919,2765
127,30127,456.86,181.6,18.4,81510,56860,1471,1059,80202,1449,211.6,18.2,99761,72027,1629,1294,98463,1613,277.8,20.3,100804,78501,1725,1507,99873,1716,355.0,25.3,101755,83376,1816,1655,100989,1810
