TAZID,CO_TAZID,DEVACRES,HH_19,JOB_19,JOBAUTO_19,HHAUTO_19,JOBTRANSIT_19,HHTRANSIT_19,COMPAUTO_19,COMPTRANSIT_19,HH_30,JOB_30,JOBAUTO_30,HHAUTO_30,JOBTRANSIT_30,HHTRANSIT_30,COMPAUTO_30,COMPTRANSIT_30,HH_40,JOB_40,JOBAUTO_40,HHAUTO_40,JOBTRANSIT_40,HHTRANSIT_40,COMPAUTO_40,COMPTRANSIT_40,HH_50,JOB_50,JOBAUTO_50,HHAUTO_50,JOBTRANSIT_50,HHTRANSIT_50,COMPAUTO_50,COMPTRANSIT_50
1278,351278,107.96,406.8,292.0,357729,178299,18339,9497,306752,15827,417.2,336.8,389281,206883,21583,12124,331726,18599,425.2,349.5,405686,223888,24750,14336,345877,21324,431.0,355.3,423796,236767,25317,15049,361242,21883
1279,351279,85.17,286.7,0.0,377239,187256,12549,6701,377239,12549,294.5,0.0,412234,218309,15390,8669,412234,15390,299.8,0.0,429393,236044,17864,10480,429393,17864,303.5,0.0,449631,250143,18389,11030,449631,18389
1280,351280,120.06,442.3,256.8,359830,180442,28818,15914,316240,25683,468.5,294.2,386336,205969,32517,19135,338728,28985,487.3,317.2,403516,222789,39683,23766,352970,35231,501.2,352.8,419870,234979,40870,25052,364354,36121
1281,351281,92.15,366.8,12.8,373079,186973,21900,11543,369556,21704,373.8,12.7,401235,214073,27947,15311,397673,27707,378.5,12.8,419210,231900,34888,19718,415506,34588,381.7,13.0,436872,244556,36315,20920,432961,36001
1282,351282,78.45,304.7,74.5,356689,180692,24410,12718,335731,23017,308.7,83.8,388617,208898,31064,16949,364496,29170,310.8,88.3,404817,225722,37434,21178,378865,35078,320.5,109.3,418857,236374,38696,22382,387449,35888
1283,351283,93.74,344.2,340.3,367294,184516,25658,13607,302696,21399,357.0,356.2,401913,214956,33504,18410,334053,28025,363.5,357.2,418653,232282,41481,23812,349782,34952,377.0,397.5,436404,244897,43036,25257,361473,36079
1284,351284,159.96,461.7,342.3,371334,184753,8196,4539,317090,7133,469.0,379.5,406172,215589,10653,6052,345939,9198,476.5,391.3,423082,233053,13249,7855,360604,11475,480.3,396.3,443001,246849,13718,8338,377356,11917
1285,351285,115.08,387.5,418.5,352612,180565,21489,11679,288290,17821,406.3,433.0,389081,211179,29461,16471,321773,24547,420.0,445.5,405798,228178,37259,21565,336967,31177,434.0,505.7,421727,239179,38662,22867,345912,32102
1286,351286,470.94,970.0,2176.3,322453,162759,7946,4636,234038,6113,994.5,2230.8,352766,189652,12840,7058,261163,9593,1017.3,2248.2,365506,203891,16431,9586,273606,12539,1077.0,2313.7,378965,213716,17100,10204,285264,13190
1287,351287,305.51,676.3,110.7,388729,196838,18253,9027,372805,17487,703.5,120.8,430516,231583,33387,15687,412751,31807,723.0,123.8,450139,250422,39398,20037,431631,37604,738.7,124.8,468232,262742,40848,21349,449044,39027
1288,351288,453.46,815.3,487.7,324701,168617,12751,7107,285910,11348,832.0,502.8,354304,193953,19388,9794,313163,16927,846.2,504.7,369753,209225,21301,11389,327629,18700,860.5,519.0,383006,218476,22594,12301,338775,19827
1289,351289,466.56,959.3,821.3,300293,159398,7611,4821,255028,6714,974.0,893.0,343779,191166,9520,6260,291334,8400,989.3,911.8,353642,203452,10319,6814,300364,9075,1000.8,920.3,372946,215578,10938,7335,316418,9644
1290,351290,173.99,1094.0,726.0,383463,193220,31463,16066,332399,27331,1226.2,722.0,414531,221288,35611,19612,365904,31585,1302.2,722.2,435961,240429,39373,22744,387356,35240,1344.8,718.5,452992,252805,40061,23941,403809,36101
1291,351291,169.61,669.3,525.5,370491,188385,32282,16506,315369,27507,703.5,545.7,399596,214946,35421,20035,342911,30697,712.2,565.7,419709,233287,40872,23737,359779,35363,725.2,576.5,435568,245277,42546,25161,373452,36871
1292,351292,170.72,588.2,827.8,360498,184125,26979,14485,283318,21512,617.7,907.2,387596,209379,29942,17370,306304,24207,640.5,934.7,405683,226691,34113,20623,322385,27835,654.3,957.5,420569,238178,35107,21679,334574,28776
1293,351293,175.46,1405.0,1835.0,351293,180175,27619,15302,279543,22454,1506.7,1682.5,377474,204954,32441,19105,310297,27248,1574.2,1613.2,394691,221714,37657,23015,329069,32102,1605.5,1535.8,410094,233114,38571,24166,344904,33265
1294,351294,270.02,449.0,334.7,334900,171714,22067,12589,287275,19301,456.3,346.8,359917,195413,27524,16396,310128,24156,461.3,350.5,375561,211027,34106,20397,324248,29831,467.7,364.7,389709,221565,35416,21599,335533,30964
1295,351295,154.79,506.8,158.0,348104,179379,16763,9283,323298,15663,520.2,169.2,376998,205097,21130,11990,350070,19698,527.3,173.7,392717,221391,25466,14823,364582,23718,529.0,208.2,407863,232400,26384,15663,373911,24310
1296,351296,147.48,523.8,577.2,355836,181946,22200,11904,290004,18302,541.0,606.7,388009,209978,28951,16095,318506,23932,569.0,582.3,404243,226691,36443,20962,336943,30575,671.8,504.0,419421,237875,37846,22196,362448,32935
1297,351297,129.23,358.5,372.0,348576,181630,19082,10305,287716,15882,375.0,398.7,379577,208294,23804,13520,314869,19919,390.8,401.5,396097,224975,24396,14434,331076,20611,404.7,401.8,412553,236499,24876,15140,346173,21205
1298,351298,127.14,370.2,188.7,354233,181996,19415,10655,316366,17489,389.0,193.8,389511,211737,26304,14873,350136,23772,406.5,182.0,406030,228652,33490,19562,368644,30555,457.2,246.2,421896,239710,34734,20715,376870,31269
1299,351299,235.11,676.3,283.3,318888,164909,15557,8703,289933,14268,682.7,289.8,349951,191245,24827,13204,318985,22559,685.0,307.0,364904,206467,31505,17844,331483,28624,685.8,437.0,377386,215709,32741,19030,332153,28905
1300,351300,155.72,438.7,57.7,351377,183624,17518,9503,340005,16974,450.3,58.0,383636,211016,20900,12063,371809,20295,461.0,58.2,400722,227892,21434,12808,388619,20830,467.8,58.2,417677,239687,21914,13427,405130,21315
1301,351301,314.32,660.2,670.8,360012,187154,9415,5422,297837,7979,665.5,740.2,394242,215928,11651,6848,324978,9785,669.2,755.5,412803,233720,13404,7958,340737,11212,672.5,764.5,430030,245569,13836,8392,354523,11608
1302,351302,173.59,723.3,8141.5,376910,196302,26479,14894,221306,16498,765.2,8176.3,411429,225137,28668,17257,251368,18864,801.7,8179.2,434253,244776,30226,19116,271518,20684,820.8,8182.8,451956,257399,30732,20052,284889,21561
1303,351303,168.26,815.8,413.7,357004,186973,30007,15023,319772,26726,835.5,449.7,388099,213706,28895,17013,347098,26101,852.3,460.2,408910,232225,30644,18790,365867,27756,863.7,464.0,425700,244201,31054,19717,380924,28257
1304,351304,169.87,361.5,3717.2,350826,185038,25149,13977,209838,15648,367.3,3721.0,381432,211153,26644,16314,236249,17836,371.2,3721.0,401195,229003,27792,18038,253675,19435,376.0,3721.0,418864,241516,28113,18873,266733,20186
1305,351305,106.47,423.8,588.2,360313,191216,30123,14835,286895,23486,507.2,495.5,400233,221513,34289,18482,336232,28629,567.0,378.8,423051,240851,35826,20307,371134,31404,597.2,334.5,439728,253065,37087,21661,392215,33160
1306,351306,220.39,1462.7,998.5,341404,182870,25451,12642,297966,21941,1558.2,924.5,377766,211080,28027,15182,335582,24776,1598.5,824.0,398766,229195,29028,16543,358888,26092,1603.3,781.3,414465,240840,30037,17713,374699,27215
1307,351307,167.76,657.0,95.7,337716,178730,24934,14019,325867,24120,685.8,104.0,366031,203424,27236,16532,353072,26383,710.5,108.0,384093,220350,28599,18160,370481,27731,733.2,109.5,402100,232809,28847,18942,387973,28020
1308,351308,154.42,658.8,601.3,323817,171947,20747,12421,272883,17955,676.7,617.5,349968,195298,22860,14555,296981,20015,689.5,631.5,366020,210998,25415,16162,311251,22146,698.0,631.5,383257,222723,25606,16807,326191,22478
1309,351309,249.84,754.0,1095.3,318480,173036,19206,10907,253698,15510,918.8,1020.0,350307,198431,21280,12616,291380,17918,997.3,1020.3,368490,214728,22111,13618,310219,18892,1041.2,1026.7,387831,227725,23192,14557,327721,19950
1310,351310,136.24,503.0,391.7,349593,184979,19327,11214,300051,16885,538.2,420.7,378480,210274,24435,14762,326568,21450,557.0,426.3,395793,227097,25668,15782,342918,22570,572.7,426.2,413807,239437,26037,16515,359388,23065
1311,351311,120.07,355.3,645.3,344425,181297,19932,10764,262693,15339,377.0,692.7,376669,208340,25243,14319,290481,19649,392.7,698.8,393353,225052,25901,15391,306695,20489,404.7,696.5,409236,236159,26402,16149,320621,21152
1312,351312,129.83,451.5,508.0,310787,165368,13534,8491,255019,11600,502.7,506.0,336038,188110,15214,10074,282044,13338,529.0,498.7,351061,203075,16904,11206,297797,14853,550.5,488.5,367578,214128,17053,11596,313709,15137
1313,351313,171.57,506.7,95.5,331536,176805,13704,8067,316934,13172,521.2,103.0,334164,187261,15586,9631,319267,14982,540.0,106.7,347971,201464,15833,10086,332524,15228,563.2,110.0,362861,211534,16228,10545,346761,15624
1314,351314,109.08,276.7,397.5,352571,185030,18236,10130,278408,14648,285.2,454.3,387768,214263,23220,13298,305119,18494,296.8,459.8,405439,231486,23621,14148,321895,19071,304.8,462.7,421646,242793,24075,14843,335684,19638
1315,351315,140.62,482.8,16.0,356250,184696,14521,8007,353164,14404,490.5,22.3,388550,212431,15940,9369,384093,15774,494.7,23.3,406820,229944,10516,6728,401987,10412,499.7,20.5,423798,241544,10710,7029,419351,10620
1316,351316,77.54,195.2,82.0,381950,197723,14197,7906,347228,13011,197.7,95.2,417156,227562,16523,9665,376264,15044,199.7,97.2,436891,246414,16629,9858,394033,15105,200.7,99.2,455631,258880,16923,10301,410074,15390
1317,351317,158.21,322.3,39.0,340569,181146,15063,9000,330572,14683,325.0,39.3,384403,214176,18207,11358,373407,17764,328.2,40.2,402193,231477,18362,11837,390569,17918,330.5,40.5,418496,242590,18893,12413,406269,18442
1318,351318,138.62,420.8,98.7,350768,185843,9281,5860,331836,8888,425.2,108.5,400289,222164,11381,7481,377634,10885,429.3,109.0,419747,240582,11478,7475,396181,10952,433.2,106.8,437631,252467,11892,7860,413438,11366
1319,351319,94.99,203.7,0.0,350588,181831,9760,6256,350588,9760,206.5,0.0,382289,209122,12090,7999,382289,12090,207.7,0.0,400220,226330,12804,8484,400220,12804,209.5,0.0,416862,237706,13208,8881,416862,13208
1320,351320,173.96,489.3,1020.2,342055,186190,15274,9624,258593,12249,548.0,1099.8,343222,195399,18516,11952,264279,15011,587.5,1212.8,358088,210161,21535,14260,276456,17520,622.8,1266.0,372601,220280,22110,14994,288305,18172
1321,351321,113.75,394.3,873.5,329043,176965,16417,9551,245321,12637,460.0,876.8,362051,202925,19779,11967,279117,15707,508.0,895.2,342650,198988,19995,12467,269029,16137,549.5,889.7,355440,207947,20749,13134,282175,16966
1322,351322,102.46,230.3,409.0,287611,159095,20014,12596,223941,16339,574.7,823.0,313494,179934,24338,15574,253408,20395,601.8,1601.7,327204,193267,24801,16675,245029,19816,613.3,1614.7,338735,201905,25927,17717,254431,20868
1323,351323,200.15,676.5,370.3,321138,174759,15009,8626,287131,13526,746.0,381.8,354262,200341,17492,10435,319451,15896,786.7,357.7,336697,196956,17975,10996,306884,16486,805.7,336.0,348163,204961,18628,11591,319137,17202
1324,351324,147.91,457.5,444.3,343327,182450,16855,9978,287126,14452,471.2,443.5,389478,216595,20021,12321,329040,17329,489.7,440.8,407519,234140,19902,12656,346949,17371,501.5,435.0,424213,245364,20638,13337,362352,18113
1325,351325,236.69,597.2,419.8,305219,165833,12193,6956,266209,10728,603.5,456.7,336909,190397,14514,8690,292699,12757,616.7,467.0,349858,203888,14652,9038,304440,12905,627.7,474.3,361713,212121,15186,9529,314537,13402
1326,351326,105.5,307.8,26.2,316894,172998,13411,7183,310427,13131,308.7,29.8,351069,199040,15445,8726,343126,15094,310.2,31.5,365661,213614,15896,9339,356977,15522,310.5,32.8,377315,221827,16046,9662,367908,15660
1327,351327,139.98,349.5,0.0,291272,159420,5698,3174,291272,5698,356.0,0.0,322250,183148,6497,3792,322250,6497,360.5,0.0,335047,196240,6608,3987,335047,6608,364.8,0.0,345578,203743,6738,4143,345578,6738
1328,351328,59.88,265.2,44.0,332132,180203,29266,15748,319367,28130,357.8,35.2,366394,207020,31389,18237,357917,30690,441.5,26.7,387649,224998,32510,19631,381986,32061,513.7,15.2,402381,236044,32850,20467,399434,32630
1329,351329,196.24,465.3,134.2,309793,170286,22127,12308,290607,20777,475.5,152.3,341417,194977,24272,14344,318774,22737,491.2,155.2,360525,211372,25028,15352,336873,23494,504.3,156.7,372706,221071,25645,16196,348557,24140
1330,351330,169.8,1057.2,325.7,332704,184941,15782,10028,311199,14944,1098.5,321.5,369611,212133,20692,12987,347060,19588,1140.5,318.3,355979,210190,22028,13830,335173,20858,1171.0,316.0,367166,219267,22458,14473,346273,21330
1331,351331,286.04,1249.5,655.2,338450,188618,11022,6951,304776,10107,1334.0,686.0,380137,217070,20561,11431,343120,18489,1359.0,691.5,405268,236528,22000,12335,365979,19750,1417.3,681.7,382252,226110,22561,13033,346849,20400
1332,351332,172.95,526.5,565.3,348942,194162,13368,8474,291287,11545,550.8,567.8,395499,224589,21839,12767,332168,18478,580.7,568.3,422281,245145,23860,13884,356991,20183,602.2,568.3,437182,256398,24452,14639,371160,20868
1333,351333,152.88,194.8,88.8,331436,186124,13016,8741,302186,12155,201.2,88.8,374007,214330,18514,11757,341864,17154,207.2,87.2,397826,232941,19299,12357,364740,17906,209.7,85.0,410684,243017,19605,12820,377463,18261
1334,351334,373.22,534.2,132.5,325965,180644,15149,7482,308440,14225,545.8,156.5,363228,207461,17200,9106,341311,16061,553.2,161.3,383064,224183,17936,9891,359526,16744,559.7,162.7,393237,232156,18440,10345,368989,17221
1335,351335,187.91,230.8,756.0,353912,197167,11840,8425,252929,9640,245.7,811.5,401739,228422,20654,12741,288474,15483,258.2,825.2,429351,249369,23421,14049,311297,17274,260.5,833.0,444163,260508,24185,14832,322777,18004
1336,351336,563.36,364.7,10.7,335856,185776,6421,3695,333461,6377,371.7,11.3,374677,213090,8917,4910,371920,8849,375.2,11.8,398633,232128,12172,6502,395567,12068,378.2,11.8,370465,217675,12968,7026,367613,12857
1337,351337,227.36,337.3,431.0,319513,177421,12311,6813,260689,10035,346.3,445.5,355793,202950,14055,8029,291062,11503,354.7,444.8,378293,220968,21219,11210,310971,16936,360.2,444.3,389012,229225,22446,12060,320430,17988
1338,351338,358.59,277.2,540.5,273449,150405,9736,4514,209617,7027,280.8,559.2,311033,176722,10611,5249,239565,7758,285.5,568.0,319876,187007,15733,8481,247770,11798,302.2,574.3,338621,198694,17852,9536,263520,13389
1339,351339,809.26,0.0,0.0,97271,63196,0,0,0,0,0.0,0.0,111572,69598,0,0,0,0,0.0,0.0,156951,93344,0,0,0,0,0.0,0.0,167763,100579,0,0,0,0
1340,351340,610.18,0.0,0.0,99882,67188,0,0,0,0,0.0,0.0,115385,74474,0,0,0,0,0.0,0.0,163460,100296,0,0,0,0,0.0,0.0,161475,99663,0,0,0,0
1341,351341,882.87,0.0,0.0,131937,91928,0,0,0,0,0.0,0.0,153382,101557,0,0,0,0,0.0,0.2,235056,146918,0,0,146918,0,0.0,48.2,266528,162425,0,0,162425,0
1342,351342,491.26,0.0,0.0,172966,109625,0,0,0,0,0.0,0.7,199355,121882,0,0,121882,0,0.0,0.7,277915,163588,0,0,163588,0,0.0,1.3,284437,168849,0,0,168849,0
1343,351343,220.28,0.0,0.0,196819,123702,0,0,0,0,0.0,0.0,227328,137822,0,0,0,0,0.0,0.8,317159,185140,0,0,185140,0,0.0,49.2,324357,191524,0,0,191524,0
1344,351344,946.21,0.0,0.0,152028,101798,0,0,0,0,0.0,0.0,177987,114423,0,0,0,0,0.0,0.0,254733,156952,0,0,0,0,0.0,0.0,264941,161555,0,0,0,0
1345,351345,680.2,3.0,9.0,196716,126085,0,0,152652,0,3.0,9.0,228078,141216,0,0,173231,0,3.0,203.7,318399,189595,0,0,192699,0,3.0,563.3,314933,188208,0,0,189306,0
1346,351346,590.93,0.0,0.0,158105,109175,0,0,0,0,0.0,0.0,176995,116761,0,0,0,0,0.0,0.0,267033,166587,0,0,0,0,0.0,0.0,311664,192310,0,0,0,0
1347,351347,787.74,341.3,42.5,163290,113438,0,0,160079,0,758.3,44.5,199123,131954,0,0,196945,0,1254.0,84.8,284377,177882,0,0,280248,0,1501.0,145.3,301849,188303,0,0,295522,0
1348,351348,197.7,2.0,5.0,190496,125648,0,0,152870,0,2.0,5.0,223461,141799,0,0,175437,0,4.2,93.0,318917,194765,0,0,203503,0,5.5,162.3,369170,225072,0,0,232660,0
1349,351349,518.66,0.0,156.0,203102,135776,0,0,135776,0,0.0,498.2,248929,156878,0,0,156878,0,0.0,771.3,361937,216427,0,0,216427,0,0.0,1114.8,381447,229650,0,0,229650,0
1350,351350,268.14,68.3,0.0,189396,130275,0,0,189396,0,181.3,4.0,225847,147811,0,0,224876,0,405.3,18.2,341511,210233,0,0,338087,0,595.3,42.0,359736,222736,0,0,354087,0
1351,351351,1911.34,0.0,0.0,102823,74698,0,0,0,0,0.0,0.0,128351,88116,0,0,0,0,0.0,0.0,156548,101769,0,0,0,0,0.0,0.0,213209,135001,0,0,0,0
1352,351352,590.15,0.0,0.0,136157,97010,0,0,0,0,0.0,0.0,157085,106579,0,0,0,0,21.7,0.0,220021,140797,0,0,220021,0,48.8,0.3,269133,167906,0,0,268755,0
1353,351353,730.0,0.0,0.0,125891,90988,0,0,0,0,0.0,0.0,146562,100221,0,0,0,0,0.0,0.0,205563,132596,0,0,0,0,0.0,0.0,254752,161478,0,0,0,0
1354,351354,739.44,192.2,4.7,159236,112427,0,0,158611,0,685.5,113.3,197334,132567,0,0,191748,0,1067.7,546.3,269063,171495,0,0,246249,0,1450.0,850.2,294573,188723,0,0,266701,0
1355,351355,728.58,657.3,20.5,150821,107762,0,0,150091,0,822.2,646.7,188665,127609,0,0,169741,0,913.5,1453.2,256062,164224,0,0,211347,0,964.8,2343.0,284971,182474,0,0,223796,0
1356,351356,417.66,675.0,24.8,164169,116792,0,0,163226,0,944.3,162.5,204067,137577,0,0,198117,0,1124.0,312.7,290820,185612,0,0,275846,0,1264.5,539.8,322249,206355,0,0,298317,0
1357,351357,437.74,1281.0,297.5,169818,120928,0,0,164255,0,1392.5,658.0,210138,141624,0,0,195579,0,1482.5,987.2,303836,192909,0,0,272301,0,1536.0,1362.8,334713,213531,0,0,292176,0
1358,351358,395.83,713.8,251.0,177758,127755,0,0,169620,0,846.2,276.0,225958,151928,0,0,214334,0,960.0,287.5,338496,212756,0,0,319439,0,1041.2,296.0,360922,228508,0,0,341364,0
1359,351359,1216.02,0.0,38.5,121677,89595,0,0,89595,0,0.0,153.5,138754,96203,0,0,96203,0,0.0,197.7,191331,124746,0,0,124746,0,0.0,206.2,212652,138215,0,0,138215,0
1360,351360,637.98,66.2,4.2,149030,107152,0,0,147610,0,233.7,264.2,192427,130554,0,0,168153,0,425.5,648.0,266660,172473,0,0,221827,0,561.5,955.2,292066,188836,0,0,239512,0
1361,351361,634.77,0.2,16.5,152502,110348,0,0,111253,0,11.2,838.7,186244,127291,0,0,128638,0,18.8,1849.2,256068,165192,0,0,166715,0,23.2,2369.8,279170,180893,0,0,182446,0
1362,351362,275.46,53.3,0.0,157736,112978,0,0,157736,0,132.8,0.0,201098,136175,0,0,201098,0,281.3,0.0,284896,183931,0,0,284896,0,455.5,0.0,334747,215476,0,0,334747,0
1363,351363,283.03,108.0,3.0,157908,113571,0,0,157238,0,991.7,25.2,195462,133075,0,0,194569,0,1665.3,39.7,280782,180689,0,0,279378,0,2055.0,47.2,323494,208363,0,0,321904,0
1364,351364,234.81,203.8,0.3,166183,120286,0,0,166146,0,215.5,0.7,231323,156110,0,0,231183,0,220.2,1.3,344177,218523,0,0,343736,0,223.8,2.2,369606,236110,0,0,368810,0
1365,351365,814.19,0.0,0.0,108668,80482,0,0,0,0,0.0,0.5,129723,90244,0,0,90244,0,0.0,0.5,166001,108633,0,0,108633,0,0.0,0.5,184767,120512,0,0,120512,0
1366,351366,895.18,304.5,60.8,137246,100452,0,0,133588,0,307.0,125.2,163843,112957,0,0,154231,0,310.7,242.8,222524,144487,0,0,197713,0,313.8,362.3,247008,159947,0,0,211044,0
1367,351367,419.78,0.0,0.3,123935,91208,0,0,91208,0,0.0,2.3,147895,102308,0,0,102308,0,11.2,2.7,203912,132755,0,0,194967,0,81.2,3.0,217520,141316,0,0,215841,0
1368,351368,243.62,0.0,5.5,158882,115264,0,0,115264,0,0.0,479.3,193206,132436,0,0,132436,0,0.0,963.0,271632,175919,0,0,175919,0,0.0,1255.0,294465,191811,0,0,191811,0
1369,351369,251.64,0.0,46.3,153029,111684,0,0,111684,0,0.0,313.8,189844,130678,0,0,130678,0,0.0,753.0,259481,168649,0,0,168649,0,0.0,989.2,283476,185504,0,0,185504,0
1370,351370,216.62,0.0,0.0,148143,108524,0,0,0,0,0.0,0.0,185320,127938,0,0,0,0,0.0,0.0,249074,162807,0,0,0,0,0.0,0.0,273102,179759,0,0,0,0
1371,351371,269.54,0.0,0.0,144338,106191,0,0,0,0,0.0,0.0,182714,126523,0,0,0,0,240.2,0.0,249850,164184,0,0,249850,0,506.3,0.0,267050,176474,0,0,267050,0
1372,351372,79.46,0.0,0.0,148952,109509,0,0,0,0,0.0,0.0,187486,129766,0,0,0,0,115.3,0.0,254227,167016,0,0,254227,0,201.0,0.0,268115,178180,0,0,268115,0
1373,351373,823.74,334.3,1372.8,160599,116810,0,0,130200,0,338.0,2765.0,194676,132196,0,0,143212,0,338.0,3849.0,285665,182084,0,0,195376,0,338.0,4549.0,306124,196249,0,0,208186,0
1374,351374,330.64,0.0,1904.7,174626,126552,0,0,126552,0,0.0,2181.2,212676,144801,0,0,144801,0,0.0,2365.7,314033,201373,0,0,201373,0,0.0,2507.0,346666,222748,0,0,222748,0
1375,351375,653.02,3.8,509.5,158607,115838,0,0,116408,0,52.3,1771.0,196048,134246,0,0,137285,0,73.5,2891.7,291765,187474,0,0,191737,0,81.7,3434.3,313617,202948,0,0,207105,0
1376,351376,102.21,89.0,0.0,149530,109740,0,0,149530,0,344.7,0.0,192977,133268,0,0,192977,0,579.2,0.0,261404,171434,0,0,261404,0,722.2,0.0,295104,194390,0,0,295104,0
1377,351377,100.98,66.7,11.0,147078,107979,0,0,143811,0,235.8,10.8,205158,141104,0,0,203525,0,422.7,11.0,294082,191299,0,0,292511,0,486.0,23.3,289969,190663,0,0,287149,0
1378,351378,210.54,1.8,584.2,156967,114567,0,0,114802,0,33.5,1641.0,214745,146678,0,0,149027,0,61.7,2954.5,288236,187246,0,0,190662,0,86.0,3979.8,311686,203343,0,0,207052,0
1379,351379,162.9,69.8,0.0,150363,110459,0,0,150363,0,329.8,0.0,193641,133694,0,0,193641,0,585.3,0.0,270845,177039,0,0,270845,0,722.5,0.0,289406,191179,0,0,289406,0
1380,351380,155.3,50.3,0.0,129279,96153,0,0,129279,0,393.5,0.0,207004,142354,0,0,207004,0,608.5,0.0,294725,191913,0,0,294725,0,793.0,0.0,287417,189745,1277,1589,287417,1277
1381,351381,168.94,41.7,3.7,145230,106794,0,0,143433,0,283.8,28.2,187623,130528,0,0,184557,0,403.8,69.2,247864,164608,0,0,240142,0,486.7,145.5,273736,182882,3894,4724,259731,4022
1382,351382,169.37,100.7,1.3,146861,107629,864,768,146583,863,358.8,1.0,198074,137086,1211,968,197977,1210,578.5,5.8,267788,176950,1395,1115,267248,1393,714.2,15.0,294048,195093,4988,5356,292797,4992
1383,351383,114.85,21.2,0.0,148861,109389,911,813,148861,911,142.0,14.0,219016,149781,1215,1008,215326,1204,237.5,39.0,291977,190004,1386,1171,282880,1366,301.8,85.2,312677,205120,1708,1968,296884,1746
1384,351384,131.02,52.0,24.8,159593,116377,1093,955,150576,1064,240.2,1017.3,228961,156235,1436,1230,177509,1290,418.3,1560.3,304289,197470,1641,1462,230593,1518,521.8,2429.7,330464,216068,1957,2149,245870,2099
1385,351385,159.92,41.8,0.0,150507,110431,2535,2188,150507,2535,225.7,0.0,205545,141703,3559,2780,205545,3559,479.7,0.0,290289,190313,4025,3159,290289,4025,627.5,0.0,314117,207316,5662,5765,314117,5662
1386,351386,151.55,372.0,0.0,159895,116814,3635,2913,159895,3635,381.7,6.5,220410,150538,5107,3899,219737,5095,386.8,23.2,288774,189237,5906,4691,285336,5864,389.7,23.2,314129,206999,7143,6846,310377,7132
1387,351387,66.08,4.3,2.8,159656,116095,3996,3369,148125,3830,27.5,118.5,209195,142431,5732,4439,161723,4813,48.8,229.0,299644,196075,6679,5321,223337,5679,64.5,301.8,327214,215177,7833,7353,244260,7477
1388,351388,452.84,0.0,0.0,115115,86360,0,0,0,0,0.0,0.0,142735,100352,0,0,0,0,11.2,0.0,164840,110058,0,0,164840,0,56.0,0.0,214117,141962,0,0,214117,0
1389,351389,431.99,0.0,0.0,129194,95929,0,0,0,0,0.0,0.0,163256,113950,0,0,0,0,174.8,0.0,206260,136881,0,0,206260,0,773.8,0.0,250986,165661,0,0,250986,0
1390,351390,267.32,0.0,0.0,132765,98515,0,0,0,0,0.0,0.0,167636,117269,0,0,0,0,84.7,0.0,209780,140087,0,0,209780,0,447.0,0.0,234795,157072,0,0,234795,0
1391,351391,708.27,0.0,0.0,135823,100777,0,0,0,0,54.7,873.3,166090,116099,0,0,121040,0,290.7,2590.5,200316,133219,0,0,143843,0,724.7,3626.0,207987,139526,0,0,156430,0
1392,351392,255.99,0.0,0.0,150585,110659,0,0,0,0,0.0,0.0,189160,131237,0,0,0,0,225.8,3.0,244880,161514,0,0,244224,0,479.3,13.2,258777,172645,2285,2914,257355,2295
1393,351393,427.93,0.0,0.0,138654,102591,0,0,0,0,76.2,0.0,170692,119274,0,0,170692,0,594.8,0.0,210559,140376,0,0,210559,0,1141.3,0.0,218733,147220,2052,2561,218733,2052
1394,351394,245.22,0.0,0.0,145983,107297,0,0,0,0,59.7,0.0,188804,131326,0,0,188804,0,321.5,0.0,249725,165788,0,0,249725,0,624.8,0.0,269058,180082,4258,5020,269058,4258
1395,351395,343.2,11.0,0.0,141063,103866,796,734,141063,796,311.2,0.0,192547,133495,1095,925,192547,1095,740.2,0.0,258900,171388,1269,1090,258900,1269,1061.7,0.0,278564,185679,3655,3978,278564,3655
1396,351396,287.51,106.2,0.0,142719,104975,2704,2273,142719,2704,423.8,0.0,196163,135275,3759,2932,196163,3759,710.8,0.0,272212,179703,4308,3431,272212,4308,1006.3,0.0,294404,195446,5269,5046,294404,5269
1397,351397,238.83,302.3,471.8,149886,109540,2753,2395,131198,2587,376.7,481.5,210554,143727,3850,3104,182357,3535,450.2,482.2,298114,195401,4434,3710,258074,4152,508.0,483.0,323525,213361,5423,5266,283102,5365
1398,351398,450.19,587.2,13.7,147212,107922,1614,1493,146712,1612,1542.2,144.3,225811,152821,2383,1889,222109,2358,2231.5,232.2,325337,212604,2933,2210,318748,2891,2693.2,369.7,358216,234759,6473,4576,348683,6326
1399,351399,639.31,0.0,0.0,96456,73771,0,0,0,0,0.0,0.0,117292,83064,0,0,0,0,0.0,0.0,135462,91365,0,0,0,0,0.0,0.0,145354,97559,0,0,0,0
1400,351400,495.2,0.0,22.8,118415,89286,0,0,89286,0,0.0,280.3,147538,103864,0,0,103864,0,24.8,409.8,173379,116042,0,0,121323,0,137.3,411.0,202556,135139,0,0,159005,0
1401,351401,1922.93,168.3,88.5,92512,71008,0,0,87668,0,279.8,1318.7,121839,86037,0,0,95736,0,385.2,2119.7,130821,88262,0,0,98200,0,610.0,2777.0,141455,95026,0,0,107324,0
1402,351402,509.23,1.0,0.0,115817,87722,0,0,115817,0,140.8,711.3,153112,107479,0,0,119225,0,458.7,3357.8,171918,115589,0,0,126085,0,693.3,5029.0,184397,123340,0,0,134601,0
