FID,TAZID,CO_TAZID,DEVACRES,SA_2016,HH_19,JOB_19,JOBAUTO_19,HHAUTO_19,JOBTRANSIT_19,HHTRANSIT_19,COMPAUTO_19,COMPTRANSIT_19,HH_30,JOB_30,JOBAUTO_30,HHAUTO_30,JOBTRANSIT_30,HHTRANSIT_30,COMPAUTO_30,COMPTRANSIT_30,HH_40,JOB_40,JOBAUTO_40,HHAUTO_40,JOBTRANSIT_40,HHTRANSIT_40,COMPAUTO_40,COMPTRANSIT_40,HH_50,JOB_50,JOBAUTO_50,HHAUTO_50,JOBTRANSIT_50,HHTRANSIT_50,COMPAUTO_50,COMPTRANSIT_50,SHAPE_Length,SHAPE_Area
692,742,350742,2036.96,4,0,11410.3,255473.093098,54172.0688362,56982.5368592,12192.7291352,54172.0688362,12192.7291352,0,11416.7,270025.301645,52761.1764943,74781.9260342,20342.5607488,52761.1764943,20342.5607488,0,11419,299512.746594,64819.0799974,84633.7504758,25315.2852017,64819.0799974,25315.2852017,0,11415.3,314615.481193,65269.2055952,88068.7967099,27313.1674182,65269.2055952,27313.1674182,16441.7556855942,14428345.3808693
693,745,350745,702.8,4,8,3015.7,349287.124318,107560.338706,20336.5308995,3968.35364164,107903.801838,4000.68208045,7.5,6106.2,351629.283041,109031.627555,24067.6910172,5693.17114593,109197.281179,5708.81362444,6.5,7918,414088.154443,110919.441582,25003.9389911,6983.63669679,111085.800328,6993.23582038,5.3,8740.8,421465.089934,103173.627521,25841.9665482,7632.19874256,103312.626645,7639.24948726,11077.9665827172,4971185.54046319
694,744,350744,250.27,4,0,0,403716.578561,94110.4978921,23840.5800846,3621.63306896,0,0,0,0,442329.241283,96604.8796808,29758.4963845,6169.25765076,0,0,0,0,491607.17069,119939.304188,33756.6639707,8007.82121887,0,0,0,0,519156.717077,120884.326338,34855.1824944,8732.49082432,0,0,6192.411170976,1870218.99859143
695,747,350747,116.85,4,0,306.2,386612.875468,100224.874206,72981.2218021,17763.3454018,100224.874206,17763.3454018,0,342,424541.871656,109310.361814,57082.5066881,14262.8438802,109310.361814,14262.8438802,0,361.8,469778.224257,129795.277175,87566.1805902,25616.6681802,129795.277175,25616.6681802,0,387,483377.480015,127651.368144,90460.3539029,27963.2860532,127651.368144,27963.2860532,4856.9820300932,825738.702888696
696,749,350749,123.91,4,153.5,25.2,340099.562971,114789.096242,40804.8568069,10648.4980199,163060.017987,19330.834818,158.2,26.7,337319.797597,131982.500789,82017.4813129,27017.4302244,166957.496588,40197.2567313,177.8,29.5,411569.543428,149862.958065,88103.1557395,30453.9522683,210910.297205,45018.3541133,245.8,37.2,422381.141212,149903.040121,90143.7463392,32580.9042512,221209.581366,47254.4077895,5933.70727451141,921091.382712987
697,759,350759,144.46,4,253.7,2267,415484.704279,111710.78466,89941.3507711,22822.9774135,128836.179483,26782.5480059,363.5,3267.2,448238.11082,127084.500509,119314.076139,36978.1162406,144943.504935,41162.04468,638.7,3546.8,478202.568778,145486.353007,130212.537456,43795.8796111,172481.214293,50079.3255768,767.2,3655.5,485169.36249,144820.356713,135477.995308,47885.1912209,177378.904942,54885.7646707,5130.78239343821,1051010.38644757
698,750,350750,70.56,4,392.8,365.7,388677.868117,113765.694831,43629.0744792,11527.0418606,166634.475961,18314.7769342,435.7,407.3,418931.641711,133525.549146,121482.187806,40685.5483842,186226.23664,54631.3891516,484.8,425.5,452092.299489,151126.17772,128714.074734,46380.5345384,210255.910693,60919.866515,544,464,458185.190157,151401.473122,132519.629812,50212.8705643,216438.583741,64618.973343,4039.62338095888,524294.428396456
699,751,350751,192.62,4,58.3,78.2,373870.821993,113347.289644,20562.6519144,5822.10591146,155664.453314,8397.90053959,59.2,82,418948.727378,137026.190714,34584.3735843,11610.6245702,180628.274664,15033.8451252,59.7,85,452363.643474,154470.525071,37003.7609542,13127.9076477,202063.32907,16739.5394346,59.8,86,468012.48047,156987.330342,41589.7047033,15863.0471398,210315.571101,19523.341446,5457.23417665492,1373699.09147414
700,753,350753,127.86,4,428.8,87.7,418348.094544,122190.237227,24416.5609766,7346.85469045,197772.851461,11562.5036143,446.5,93.8,470931.648404,151081.483916,46285.716582,15699.7481019,228994.989373,22588.2780752,458.5,105.8,512301.354322,171327.935081,48737.5738461,18161.3998959,258577.085081,24800.9716004,478.2,119.3,531338.858038,175731.44777,65826.1052813,26742.4321438,272583.092785,34357.3513592,3861.33110552497,904232.140021469
701,754,350754,207.01,4,781.3,194.2,385920.693064,112585.392024,38421.4105597,10572.5052586,181085.079433,17959.2405735,788.8,213.7,424811.128658,136560.87305,98823.588798,33018.5834789,204706.112615,47770.8475826,795.2,226,458949.244533,154496.582984,103826.924659,37812.050342,229869.81252,52374.5184552,799.2,234,472799.309749,157207.805617,107626.127295,41243.0111396,240931.95192,55586.7258729,4824.72465961463,1477236.98128906
702,756,350756,110.8,4,537.5,92.3,406478.275585,118761.102906,52417.5148384,12717.2194627,193254.98286,24719.3012755,547.2,96.8,438794.439006,134915.79544,111666.939296,37150.4570745,214002.91985,54691.1414902,553.2,99.5,475891.968902,152250.603365,118247.055706,42384.4927803,241583.997511,60420.6731628,556.8,98.5,481646.514733,151445.622024,122016.488628,45899.3103301,249535.763368,63869.4591648,3823.62843013752,783376.723291749
703,758,350758,139.61,4,39.7,823.3,421277.4541,113028.266531,102421.45903,25721.1617068,121415.639624,27917.5902505,113.7,883.8,458148.406063,126345.661727,129420.916184,38721.9214123,147594.364494,44107.8372688,166.5,935.8,497634.602256,147862.369749,139717.971793,46121.5308172,176597.545482,53023.8395732,197.3,1051.5,508543.05825,146272.54318,144915.201515,50161.9814023,179148.93116,57336.0696639,4098.17438099025,986625.649003839
704,755,350755,253.44,4,1399.2,575.8,448253.148315,129113.755645,25412.090101,7498.44830763,204759.906865,11638.1729441,1432.7,615.2,497073.491282,160376.814875,104801.390092,34783.2195786,234397.991991,49592.2156071,1496,1057.6,539490.473796,182586.936111,110348.662522,40077.9230387,256125.549066,53128.2051202,1737.5,1076.7,559582.416397,185676.948877,118594.604094,44967.025441,271999.109117,59048.9320845,5470.15421125656,1792053.80876068
705,760,350760,178.82,4,512.2,64.8,393025.485769,115016.541279,25129.2575074,7453.71374683,188374.879098,12050.1449572,513.7,69.5,430395.205086,138960.345371,109336.796112,36672.7207233,211851.647776,53905.9094884,514,70.5,464673.480601,157733.688323,114814.881639,41969.7380773,238324.249178,59088.2453262,516.2,73.7,478748.485973,159470.615503,118489.304978,45530.4799138,250332.163196,62388.7158988,5390.04846531706,1296667.02969232
706,761,350761,227.84,4,918,226,463552.835385,129048.338751,61172.7307277,15045.3185805,216930.964917,28413.3129031,941.5,263.3,472228.492772,145997.584597,140807.706268,47202.4343015,226545.975765,68003.9244656,959.8,279.7,509293.336243,166935.307428,149210.018695,54117.3664749,254211.81393,75169.3121776,980.2,302.7,524026.828434,170230.194618,156881.072332,59243.7466897,265780.519126,80747.0810123,5262.22485123351,1610631.93850934
707,762,350762,68.77,4,8.2,69,416625.102435,110187.084729,92899.3187653,22297.9778183,128572.429887,26840.3073285,20.7,76.3,444581.042039,126652.433698,115588.990913,35124.8839178,160715.247805,43212.4420219,35.3,82,468826.789593,142249.343041,131738.749571,44269.6532225,189115.989993,55503.3384117,42.8,83.8,477171.128337,142212.904534,137267.423855,48583.3329762,197879.055809,60858.0069491,2808.93410297883,491222.748531763
708,765,350765,175.03,4,128.3,1297.7,427033.470914,114460.444888,88979.7313122,21847.4601718,130413.947755,25507.319886,362,1614.7,462085.397358,130732.655529,115885.034473,34840.9912228,162161.565134,42090.0947605,516,1918.8,493618.677234,149615.290007,127763.331234,42094.9862297,186763.276449,50569.0360291,595.3,1987.3,502537.290938,149430.326657,132637.632498,45907.9275957,192612.636082,54990.5180268,4700.68188468217,1251414.56166725
709,766,350766,96.47,4,86.5,1204.8,424963.523623,112637.63115,85924.0895266,20184.9859224,124883.173677,22991.3313812,200.8,1531.5,460108.781464,131387.790589,106848.476007,32494.1181321,152122.12637,36899.6833248,271.3,1615,484421.498862,146759.247611,122426.853474,41063.2574294,172864.013425,46698.0735926,314.2,1550.7,488884.229705,146201.926167,127969.06355,45437.5907885,178111.234363,51827.5738239,3385.00707367643,694750.361753603
710,769,350769,46,4,85.8,211.2,422524.130328,111873.798,88182.3346539,21468.949607,155135.973251,31349.0279827,97.7,255,455579.250417,132032.593856,117677.531269,37750.6424142,174140.685258,47052.153391,104.8,292.8,479629.221471,147274.876597,133719.107592,46249.8734663,189706.020747,55976.4673161,106,329.8,488355.849272,147024.946489,142113.746918,52294.5002669,190226.624083,61307.6553756,2328.06528669821,325088.859355154
711,768,350768,30.45,4,41.3,250.3,429687.548832,113600.006995,118232.630115,29850.6751498,138084.744111,36941.9572786,82.3,321.3,460436.016488,133381.71502,150932.31767,48173.9253071,166607.508049,57565.1309393,110,353.7,484848.990316,148895.026208,170794.630222,59505.6881739,188249.037048,70745.2105166,131,377.2,496074.882059,148800.005383,178006.156366,65380.1474226,195047.266985,77269.9317926,1984.39171721347,215192.037975296
712,767,350767,43.35,4,97.7,351.2,427648.58314,113224.750056,81745.9936256,19959.4378721,148203.678151,27254.775926,118.8,424.8,461310.702286,133651.977313,121391.1444,40088.3463456,168899.898841,47607.8214924,131.2,471,485806.665519,149036.305593,133941.899908,46736.0368771,185832.897408,54925.238704,142.2,513,494711.397607,148793.668356,143624.615703,53128.7464456,188634.975026,61316.3409889,2561.57993016063,306372.164470679
713,770,350770,692.32,4,0,1727.7,368924.65217,83897.2660623,0,0,83897.2660623,0,0,2411.2,361269.487326,72746.098071,23050.252738,5783.3783711,72746.098071,5783.3783711,0,2725.5,420679.895248,93982.9425439,25159.1267021,6450.61254313,93982.9425439,6450.61254313,0,3106.7,447242.091446,91920.9463014,26258.2265766,6539.28871951,91920.9463014,6539.28871951,9067.19062411338,4914470.3831609
714,773,350773,160.86,4,1,644.3,363786.192977,86315.2728327,0,0,86606.0661143,0,1,802.3,387392.816383,100347.68193,30783.2058354,8965.86239289,100581.677178,8982.00795033,1,934.3,460529.106422,120042.588049,33742.4833743,10019.943193,120290.443809,10035.6137235,1,993.8,485140.293774,117971.727983,35274.9780816,10197.9442907,118238.524138,10214.315698,5083.57360323705,1136010.17000737
715,772,350772,966.67,4,0,754.8,332932.598372,80865.966482,0,0,80865.966482,0,0,1777.4,373962.789763,84318.6388007,0,0,84318.6388007,0,0,2447.8,416974.673121,97827.8167925,0,0,97827.8167925,0,0,3168.2,403394.811126,86882.9923398,0,0,86882.9923398,0,12149.3063316407,6829747.80096119
716,774,350774,264.2,4,0,182.8,338768.369701,78364.8749607,0,0,78364.8749607,0,0,322,373073.054056,89370.842318,23610.5386011,5832.49934666,89370.842318,5832.49934666,0,406.5,427255.059284,106448.01885,25780.9533358,6506.52417278,106448.01885,6506.52417278,0,429.8,470690.562106,108146.708628,26931.6707157,6596.11884579,108146.708628,6596.11884579,5834.02806033346,1866030.71470055
717,775,350775,307.27,4,4,0,371719.928841,90525.3897553,0,0,182472.089653,0,4,0.5,396877.17914,104155.580812,26930.82545,7632.91668334,194260.326079,13215.3747813,3.3,271.5,473145.627951,117565.246568,29495.7854439,8532.24441086,120527.788483,8689.72081967,2.7,2658.3,453327.936437,104460.571007,30353.3540802,8657.76138756,104723.102535,8672.20200011,6314.73146602542,2203180.44673927
718,776,350776,418.32,4,0,4009.5,405404.844348,98266.7303999,0,0,98266.7303999,0,0,4694,439863.74049,105108.435904,0,0,105108.435904,0,0,5050,505553.553268,128937.297695,0,0,128937.297695,0,0,5324.8,482373.663923,114249.833392,0,0,114249.833392,0,7120.90912623293,2954332.72506181
719,778,350778,266.54,4,1,381.5,438866.541482,117149.632885,0,0,117671.660956,0,1,437.2,489099.995147,133020.452614,87961.2669126,29650.2986578,133532.877565,29716.5675455,1,475.8,529137.096065,153061.133664,91115.3208435,33593.8454195,153558.942189,33650.7295357,1,465.3,537099.748379,148087.791462,91527.3661093,34901.7320123,148647.69095,34958.6463075,6933.20629197288,1888882.88274178
720,781,350781,182.98,4,1,1068.2,440882.338621,116435.521588,17449.1102601,3186.50611401,116625.841733,3196.74475452,1,1135.5,486121.422003,127354.62251,46928.2110764,14020.3717006,127559.739656,14037.160707,1,1249.5,529041.426057,143674.1125,48627.639488,16013.2860156,143878.344118,16027.7884524,1,1264.2,548069.042614,143363.980628,78133.6324878,28679.4048788,143586.18291,28698.9709558,5104.65276378019,1292493.79023614
721,780,350780,599.41,4,1,3880.7,390182.363537,99083.8229978,0,0,99132.328839,0,1,4162.5,431862.70257,107564.961233,0,0,107617.390811,0,1,4284.3,479172.841471,123330.805147,0,0,123387.83194,0,1,4444,502644.998637,123734.80346,0,0,123796.078475,0,8269.18309575335,4233293.51337492
722,782,350782,411.87,4,0,2970,433832.256502,114405.880149,48884.7677318,10445.4972918,114405.880149,10445.4972918,0,3122.2,479248.707844,123937.125472,58513.3958784,16300.0669711,123937.125472,16300.0669711,0,3148.5,519924.139709,137387.159389,61859.7233315,18811.2045342,137387.159389,18811.2045342,0,3173.3,539495.12428,137917.363419,98271.9546748,37342.3513648,137917.363419,37342.3513648,7333.54464622714,2908641.02843974
723,783,350783,251.87,4,0,1304.5,448956.717656,127210.774269,74856.9235696,17741.6453756,127210.774269,17741.6453756,0,1436.8,493336.094495,141487.530964,116355.132987,38571.7217918,141487.530964,38571.7217918,0,1512,532389.991914,159441.023265,123929.551918,44030.0192849,159441.023265,44030.0192849,0,1551.8,549803.02069,159745.39449,129265.13505,48814.2262126,159745.39449,48814.2262126,5527.73057646023,1778771.7630742
724,785,350785,198.91,4,1092.2,188,476198.403562,131904.498772,97730.3819002,24864.7670446,225823.336337,46173.9314803,1267.2,231.8,525708.691294,151406.109933,139536.033221,45866.7457247,255264.928648,68232.8379373,1478.7,265.8,566244.326454,174168.320299,146992.121965,52017.9087777,286853.475219,75051.9073692,1528.8,276.8,532125.94862,159149.544029,150663.230659,56401.3498184,274743.768521,78795.1347057,5269.87942444412,1405091.73006169
725,787,350787,143.05,4,372.8,202,450803.354493,119894.843847,109392.351007,27545.884673,199989.190255,48204.341853,418.5,228,493529.586822,143039.210468,137935.409726,44495.7133982,225886.859687,64105.540515,470.2,249.2,520242.176633,159395.87869,144739.593647,50646.3273146,248512.399589,70512.1931427,509,263.5,524239.566096,159535.466703,147805.641608,55681.7538373,255150.691079,74267.3822944,4582.06784808244,1024237.88993677
726,786,350786,143.23,4,555,69.7,471370.653676,131083.820466,79271.240638,19436.821407,225564.656761,37782.1797991,567.5,79,471119.022712,137727.485908,113949.502894,38286.4926917,230807.510261,56151.3678023,579,106.3,497558.438383,155475.792799,118389.398492,43548.6409077,252089.876256,60559.056206,587.8,84.5,507950.864197,156682.731317,121685.11695,47280.3154083,264656.914564,64100.3623892,4944.95947973702,1036058.75283832
727,791,350791,130.47,4,297,82.7,468848.598601,132583.159796,110676.802402,27858.8036257,218418.541774,51146.5385019,294.8,131.3,519265.914172,157383.35771,138332.290661,44883.9499091,242493.594701,65142.1208051,298,188.7,552718.837375,175791.301901,144460.857503,51300.1372235,261781.659453,69757.0200561,298.8,268.8,566918.75713,178167.077601,156815.925268,60742.1877986,263455.475416,76609.390704,5417.80408207909,954431.959173596
728,788,350788,239,4,666.7,397.7,458408.524508,125084.880815,108737.737845,27187.2913889,202389.657736,47445.6938282,759.7,501,503912.581527,148012.235099,143759.502839,48171.8946359,227460.909073,66374.3205121,851,593,532884.627143,165599.331658,151127.564052,55606.6266696,249318.869801,73023.547048,933.2,599.8,544078.616527,167208.626328,157186.276928,62912.9683558,260269.355989,78942.7677798,5883.08314774088,1709262.75715778
729,792,350792,54.01,4,136.2,342.8,476336.935393,134714.496885,88579.3657717,21894.8276123,179050.177908,31551.5019917,137.3,354.7,526914.844358,160513.48961,121279.405403,40506.2245786,206106.706827,49453.0626014,139.2,365.7,561257.275877,179827.579933,126695.144424,46231.2883422,228161.575862,54773.296801,140.3,363,574987.85059,181906.597598,130331.598009,51141.2953488,235083.251208,59049.7836937,3034.21594075631,381484.301388882
730,793,350793,105.72,4,0,434.7,471323.313873,133402.68712,63593.0128244,15257.4095309,133402.68712,15257.4095309,0,511.8,525574.148504,161407.739359,102525.491689,34930.593087,161407.739359,34930.593087,0,597.8,561782.284825,180507.148293,106683.701754,39849.0466375,180507.148293,39849.0466375,0,645.5,576432.27033,181928.743347,109450.469094,43852.0673603,181928.743347,43852.0673603,3589.27350696149,746595.179242854
731,790,350790,178.09,4,673.5,215.5,486845.807206,138873.470715,72299.2860671,16785.8903301,225395.796749,32951.5765964,684,240.7,490904.91341,147253.246344,99836.9978576,31771.0151843,232236.941125,47505.4192531,694.3,260.5,521173.905346,164669.829581,103715.923065,36222.7626106,255843.655089,51482.5647126,707.8,248,533383.776015,166384.486419,106399.978307,39440.0732505,267606.717923,54372.8474384,5528.49353305313,1286985.30522794
732,801,350801,258.63,4,941.5,611.3,450990.371669,130711.56476,76912.8192791,19041.6766234,199469.907057,33232.475134,955.3,648.2,497139.795488,150707.151845,96240.3695476,31289.703348,225036.172009,44103.0144001,961.7,730,535642.04793,168102.654575,102994.958877,36080.4575849,249110.972048,48971.0262248,966.8,759.3,547677.602765,169400.062881,134967.484218,52367.1578043,257263.286999,66551.3767094,6214.9445054186,1843247.97085068
733,804,350804,209.22,4,342,1072.7,476168.448071,138106.66388,103498.147085,26563.1931617,175763.938907,36108.6929232,397.5,1201.7,532000.372064,164249.170927,118724.24576,37897.9001106,205373.783622,46582.7838855,454.5,1228,569538.231123,183416.487245,125124.685632,43855.1869543,231281.160227,52899.6510471,507.5,1354,585583.935589,186091.222892,142151.872322,57837.5691238,238941.158012,65464.0774143,5553.12789642907,1491660.91330643
734,805,350805,127.95,4,0,1508.7,478617.739603,137208.586528,57389.8387874,13859.60012,137208.586528,13859.60012,0,1685.3,536168.992808,165480.410793,67615.289785,21214.4549974,165480.410793,21214.4549974,0,1816,573493.486924,184505.226177,70273.18986,24434.9764939,184505.226177,24434.9764939,0,1883.5,590289.597584,187618.432782,119036.163265,50638.7484701,187618.432782,50638.7484701,3910.68372303568,903520.655659902
735,806,350806,328.32,4,18.2,3455.7,485713.547057,144640.48399,99992.6398957,26850.8568655,145636.059401,27086.8721439,18.2,3839.8,547611.657615,174286.240126,115379.350714,38779.384634,175233.103338,38959.7013859,18,3971.3,587220.237478,194514.793314,119973.989078,44288.2481732,195489.875746,44448.5716829,18.2,4250,606153.170492,197896.244358,136699.896357,57795.9547244,198907.138147,57919.8535388,6614.13086136939,2341609.60175778
736,809,350809,69.41,4,359.5,322.2,283125.942291,111850.686035,41109.4082334,16011.3119996,130692.858145,18906.3481723,511,551,324659.909375,120187.864857,61870.0416863,21018.2896138,148288.937892,27595.4579464,711.7,689.5,372873.137423,123794.274257,68044.0151796,23681.1259292,171579.09825,31678.5455298,845.5,778.7,394106.072647,121524.725149,72878.2390095,25191.8440223,181918.70844,34540.8807487,2779.34968030415,489722.964616683
